accession,assembly_stats_contig_l50,assembly_stats_contig_n50,assembly_stats_gc_count,assembly_stats_gc_percent,assembly_stats_genome_coverage,assembly_stats_number_of_component_sequences,assembly_stats_number_of_contigs,assembly_stats_number_of_scaffolds,assembly_stats_scaffold_l50,assembly_stats_scaffold_n50,assembly_stats_total_number_of_chromosomes,assembly_stats_total_sequence_length,assembly_stats_total_ungapped_length,organism_common_name,organism_infraspecific_names_isolate,organism_infraspecific_names_strain,organism_organism_name,organism_tax_id
GCA_038381885.1,1,4995845,2748577,52,114,3,3,3,1,4995845,3,5297488,5297488,,,Z1322HSL0029,"Salmonella enterica subsp. enterica serovar 4,[5],12:i:-",440524
GCA_045343995.1,1,5030067,2670628,52,97,2,2,2,1,5030067,2,5120968,5120968,,,Z1322HSL0022,"Salmonella enterica subsp. enterica serovar 4,[5],12:i:-",440524
GCA_045344005.1,1,5061017,2692250,52,113,5,5,5,1,5061017,5,5163700,5163700,,,Z1322HSL0031,"Salmonella enterica subsp. enterica serovar 4,[5],12:i:-",440524
GCA_045344015.1,1,4962583,2595911,52,87,3,3,3,1,4962583,3,4973706,4973706,,,Z1322HSL0037,"Salmonella enterica subsp. enterica serovar 4,[5],12:i:-",440524
GCA_045344025.1,1,5030928,2783859,52,131,5,5,5,1,5030928,5,5367146,5367146,,,Z1322HSL0042,"Salmonella enterica subsp. enterica serovar 4,[5],12:i:-",440524
GCA_045344035.1,1,4910828,2582556,52,116,5,5,5,1,4910828,5,4948907,4948907,,,Z1322HSL0047,"Salmonella enterica subsp. enterica serovar 4,[5],12:i:-",440524
GCA_045344045.1,1,4966707,2667201,52,111,6,6,6,1,4966707,6,5114637,5114637,,,Z1322HSL0048,"Salmonella enterica subsp. enterica serovar 4,[5],12:i:-",440524
GCA_045344055.1,1,4985992,2610246,52,144,3,3,3,1,4985992,3,5000454,5000454,,,Z1322HSL0066,"Salmonella enterica subsp. enterica serovar 4,[5],12:i:-",440524
GCA_045344065.1,1,4986166,2610342,52,121,3,3,3,1,4986166,3,5000628,5000628,,,Z1322HSL0070,"Salmonella enterica subsp. enterica serovar 4,[5],12:i:-",440524
GCA_045344075.1,1,4975829,2766433,52,102,4,4,4,1,4975829,4,5329742,5329742,,,Z1323HSL0009,"Salmonella enterica subsp. enterica serovar 4,[5],12:i:-",440524
GCA_045344085.1,1,5031138,2783967,52,96,5,5,5,1,5031138,5,5367356,5367356,,,Z1323HSL0013,"Salmonella enterica subsp. enterica serovar 4,[5],12:i:-",440524
GCA_045344095.1,1,4857523,2586657,52,104,2,2,2,1,4857523,2,4951367,4951367,,,Z1323HSL0047,"Salmonella enterica subsp. enterica serovar 4,[5],12:i:-",440524
GCA_045344105.1,1,4694467,2455042,52.5,120,1,1,1,1,4694467,1,4694467,4694467,,,Z1323HSL0069,"Salmonella enterica subsp. enterica serovar 4,[5],12:i:-",440524
GCA_045344115.1,1,4687371,2612245,52,107,2,2,2,1,4687371,2,5005894,5005894,,,Z1323HSL0072,"Salmonella enterica subsp. enterica serovar 4,[5],12:i:-",440524
GCA_045344125.1,1,4981642,2599796,52,129,1,1,1,1,4981642,1,4981642,4981642,,,Z1323HSL0089,"Salmonella enterica subsp. enterica serovar 4,[5],12:i:-",440524
GCA_045344135.1,1,4981734,2641621,52,141,2,2,2,1,4981734,2,5059937,5059937,,,Z1323SSL0016,"Salmonella enterica subsp. enterica serovar 4,[5],12:i:-",440524
GCA_045344145.1,1,4981534,2641508,52,266,2,2,2,1,4981534,2,5059737,5059737,,,Z1323SSL0017,"Salmonella enterica subsp. enterica serovar 4,[5],12:i:-",440524
GCA_045344155.1,1,4981740,2641619,52,230,2,2,2,1,4981740,2,5059943,5059943,,,Z1323SSL0018,"Salmonella enterica subsp. enterica serovar 4,[5],12:i:-",440524
GCA_045344165.1,1,4981734,2641623,52,288,2,2,2,1,4981734,2,5059937,5059937,,,Z1323SSL0019,"Salmonella enterica subsp. enterica serovar 4,[5],12:i:-",440524
GCA_045344175.1,1,4981480,2641479,52,243,3,3,3,1,4981480,3,5059683,5059683,,,Z1323SSL0020,"Salmonella enterica subsp. enterica serovar 4,[5],12:i:-",440524
GCA_045344185.1,1,4988025,2606542,52,110,2,2,2,1,4988025,2,4992498,4992498,,,Z1323SSL0048,"Salmonella enterica subsp. enterica serovar 4,[5],12:i:-",440524
GCA_045344195.1,1,4988414,2750765,52,266,4,4,4,1,4988414,4,5299221,5299221,,,Z1323SSL0059,"Salmonella enterica subsp. enterica serovar 4,[5],12:i:-",440524
GCA_045344205.1,1,4988414,2755438,52,278,4,4,4,1,4988414,4,5308445,5308445,,,Z1323SSL0060,"Salmonella enterica subsp. enterica serovar 4,[5],12:i:-",440524
GCA_050263195.1,1,5019081,2751220,52,100,3,3,3,1,5019081,3,5302032,5302032,,,SQ23PS29,"Salmonella enterica subsp. enterica serovar 4,[5],12:i:-",440524
GCF_000430165.1,1,4822189,2519557,52,80,1,1,1,1,4822189,1,4822189,4822189,,,08-1736,"Salmonella enterica subsp. enterica serovar 4,[5],12:i:- str. 08-1736",866913
GCA_000430165.1,1,4822189,2519557,52,80,1,1,1,1,4822189,1,4822189,4822189,,,08-1736,"Salmonella enterica subsp. enterica serovar 4,[5],12:i:- str. 08-1736",866913
GCA_044357145.1,1,4667715,2440674,52.5,118,1,1,1,1,4667715,1,4667715,4667715,,,RSE18,"Salmonella enterica subsp. enterica serovar 43:a:1,7",2500155
GCA_044357175.1,1,4665063,2439166,52.5,130,1,1,1,1,4665063,1,4665063,4665063,,,RSE20,"Salmonella enterica subsp. enterica serovar 43:a:1,7",2500155
GCF_000487915.2,1,4547600,2379345,52.5,73,1,1,1,1,4547600,1,4547600,4547600,,,ATCC 35640,Salmonella enterica subsp. enterica serovar Abaetetuba str. ATCC 35640,1208611
GCA_000487915.2,1,4547600,2379345,52.5,73,1,1,1,1,4547600,1,4547600,4547600,,,ATCC 35640,Salmonella enterica subsp. enterica serovar Abaetetuba str. ATCC 35640,1208611
GCA_018338375.2,1,4547616,2379361,52.5,327,1,1,1,1,4547616,1,4547616,4547616,,,ATCC 35640,Salmonella enterica subsp. enterica serovar Abaetetuba str. ATCC 35640,1208611
GCF_022670835.1,1,4957438,2578136,52,150,1,1,1,1,4957438,1,4957438,4957438,,,OG19FER4,Salmonella enterica subsp. enterica serovar Abeokuta,2926665
GCA_022670835.1,1,4957438,2578136,52,150,1,1,1,1,4957438,1,4957438,4957438,,,OG19FER4,Salmonella enterica subsp. enterica serovar Abeokuta,2926665
GCF_900477885.1,1,4644636,2430468,52.5,148,1,1,1,1,4644636,1,4644636,4644636,,,NCTC5791,Salmonella enterica subsp. enterica serovar Aberdeen,260367
GCA_900477885.1,1,4644636,2430468,52.5,148,1,1,1,1,4644636,1,4644636,4644636,,,NCTC5791,Salmonella enterica subsp. enterica serovar Aberdeen,260367
GCF_000487615.2,1,4737447,2471979,52,40,1,1,1,1,4737447,1,4737447,4737447,,,ATCC 6017,Salmonella enterica subsp. enterica serovar Abony str. 0014,1029983
GCA_000487615.2,1,4737447,2471979,52,40,1,1,1,1,4737447,1,4737447,4737447,,,14,Salmonella enterica subsp. enterica serovar Abony str. 0014,1029983
GCF_042466655.1,1,4739554,2521947,52,43.8,2,2,2,1,4739554,2,4833356,4833356,,,XJP1,Salmonella enterica subsp. enterica serovar Abortusequi,607
GCF_045865615.1,1,4738978,2521596,52,200,2,2,2,1,4738978,2,4832798,4832798,,,L-2508,Salmonella enterica subsp. enterica serovar Abortusequi,607
GCA_007751115.2,1,4472014,2489019,52,558,2,2,2,1,4472014,2,4773795,4773795,,,CFSAN022626,Salmonella enterica subsp. enterica serovar Abortusequi,607
GCA_042255465.1,1,4722996,2464198,52,43.8,1,1,1,1,4722996,1,4722996,4722996,,,XJS1,Salmonella enterica subsp. enterica serovar Abortusequi,607
GCA_042466655.1,1,4739554,2521947,52,43.8,2,2,2,1,4739554,2,4833356,4833356,,,XJP1,Salmonella enterica subsp. enterica serovar Abortusequi,607
GCA_045865615.1,1,4738978,2521596,52,200,2,2,2,1,4738978,2,4832798,4832798,,,L-2508,Salmonella enterica subsp. enterica serovar Abortusequi,607
GCF_034447935.1,1,4779500,2512412,52,518,2,2,2,1,4779500,2,4839678,4839678,,,405987R1_S50,Salmonella enterica subsp. enterica serovar Abortusovis,53961
GCF_034448035.1,1,4785195,2567525,52,503,3,3,3,1,4785195,3,4958164,4958164,,,401964R1_S49,Salmonella enterica subsp. enterica serovar Abortusovis,53961
GCF_034448755.1,1,4738191,2529593,52,486,2,2,2,1,4738191,2,4877413,4877413,,,180121R1S_S48,Salmonella enterica subsp. enterica serovar Abortusovis,53961
GCF_034448845.1,1,4781817,2484407,52,509,1,1,1,1,4781817,1,4781817,4781817,,405580R1_S46,,Salmonella enterica subsp. enterica serovar Abortusovis,53961
GCA_034447935.1,1,4779500,2512412,52,518,2,2,2,1,4779500,2,4839678,4839678,,,405987R1_S50,Salmonella enterica subsp. enterica serovar Abortusovis,53961
GCA_034448035.1,1,4785195,2567525,52,503,3,3,3,1,4785195,3,4958164,4958164,,,401964R1_S49,Salmonella enterica subsp. enterica serovar Abortusovis,53961
GCA_034448755.1,1,4738191,2529593,52,486,2,2,2,1,4738191,2,4877413,4877413,,,180121R1S_S48,Salmonella enterica subsp. enterica serovar Abortusovis,53961
GCA_034448845.1,1,4781817,2484407,52,509,1,1,1,1,4781817,1,4781817,4781817,,405580R1_S46,,Salmonella enterica subsp. enterica serovar Abortusovis,53961
GCA_029906525.1,1,4619694,2434213,52.5,37,3,3,3,1,4619694,3,4653446,4653446,,,H3-X1,Salmonella enterica subsp. enterica serovar Adelaide,29473
GCF_013358425.1,1,4669238,2440089,52.5,105,1,1,1,1,4669238,1,4669238,4669238,,,389598,Salmonella enterica subsp. enterica serovar Adjame,2021403
GCA_011301315.1,1,4597011,2403476,52.5,112,1,1,1,1,4597011,1,4597011,4597011,,,374589,Salmonella enterica subsp. enterica serovar Adjame,2021403
GCA_011301495.1,1,4633005,2421616,52.5,91,1,1,1,1,4633005,1,4633005,4633005,,,409960,Salmonella enterica subsp. enterica serovar Adjame,2021403
GCA_011301835.1,1,4674190,2442467,52.5,1342,1,1,1,1,4674190,1,4674190,4674190,,,367320,Salmonella enterica subsp. enterica serovar Adjame,2021403
GCA_011302195.1,1,4662031,2437809,52.5,104,1,1,1,1,4662031,1,4662031,4662031,,,435414,Salmonella enterica subsp. enterica serovar Adjame,2021403
GCA_011302375.1,1,4673633,2442441,52.5,99,1,1,1,1,4673633,1,4673633,4673633,,,353868,Salmonella enterica subsp. enterica serovar Adjame,2021403
GCA_011302515.1,1,4673887,2486486,52,86,2,2,2,1,4673887,2,4761320,4761320,,,388789,Salmonella enterica subsp. enterica serovar Adjame,2021403
GCA_011302735.1,1,4673979,2442616,52.5,15,1,1,1,1,4673979,1,4673979,4673979,,,400321,Salmonella enterica subsp. enterica serovar Adjame,2021403
GCA_011303155.1,1,4662216,2436144,52.5,642,1,1,1,1,4662216,1,4662216,4662216,,,416020,Salmonella enterica subsp. enterica serovar Adjame,2021403
GCA_011303355.1,1,4662107,2437844,52.5,154,1,1,1,1,4662107,1,4662107,4662107,,,434304,Salmonella enterica subsp. enterica serovar Adjame,2021403
GCA_011388155.1,1,4657667,2434763,52.5,94,1,1,1,1,4657667,1,4657667,4657667,,,387507,Salmonella enterica subsp. enterica serovar Adjame,2021403
GCA_011388175.1,1,4678052,2444745,52.5,649,1,1,1,1,4678052,1,4678052,4678052,,,381330,Salmonella enterica subsp. enterica serovar Adjame,2021403
GCA_013358425.1,1,4669238,2440089,52.5,105,1,1,1,1,4669238,1,4669238,4669238,,,389598,Salmonella enterica subsp. enterica serovar Adjame,2021403
GCF_006165105.1,1,4763928,2482694,52,144.62,1,1,1,1,4763928,1,4763928,4763928,,,USDA-ARS-USMARC-76332,Salmonella enterica subsp. enterica serovar Agona,58095
GCF_006165125.1,1,4762730,2482073,52,112.69,1,1,1,1,4762730,1,4762730,4762730,,,USDA-ARS-USMARC-76335,Salmonella enterica subsp. enterica serovar Agona,58095
GCF_006165145.1,1,4763902,2482681,52,199.08,1,1,1,1,4763902,1,4763902,4763902,,,USDA-ARS-USMARC-76338,Salmonella enterica subsp. enterica serovar Agona,58095
GCF_006165165.1,1,4763930,2482698,52,208.15,1,1,1,1,4763930,1,4763930,4763930,,,USDA-ARS-USMARC-76340,Salmonella enterica subsp. enterica serovar Agona,58095
GCF_006165185.1,1,4794633,2498004,52,131.77,1,1,1,1,4794633,1,4794633,4794633,,,USDA-ARS-USMARC-76333,Salmonella enterica subsp. enterica serovar Agona,58095
GCF_006165205.1,1,4762736,2482080,52,172.07,1,1,1,1,4762736,1,4762736,4762736,,,USDA-ARS-USMARC-76336,Salmonella enterica subsp. enterica serovar Agona,58095
GCF_006165225.1,1,4763925,2482696,52,161.51,1,1,1,1,4763925,1,4763925,4763925,,,USDA-ARS-USMARC-76337,Salmonella enterica subsp. enterica serovar Agona,58095
GCF_006165245.1,1,4763929,2482698,52,195.85,1,1,1,1,4763929,1,4763929,4763929,,,USDA-ARS-USMARC-76339,Salmonella enterica subsp. enterica serovar Agona,58095
GCF_006165265.1,1,4841410,2523121,52,172.2,1,1,1,1,4841410,1,4841410,4841410,,,USDA-ARS-USMARC-76341,Salmonella enterica subsp. enterica serovar Agona,58095
GCF_006165285.1,1,4762732,2530808,52,161.94,2,2,2,1,4762732,2,4859264,4859264,,,USDA-ARS-USMARC-76334,Salmonella enterica subsp. enterica serovar Agona,58095
GCF_012169275.1,1,4813284,2668035,52,31,3,3,3,1,4813284,3,5152410,5152410,,,SG17-135,Salmonella enterica subsp. enterica serovar Agona,58095
GCF_016454245.1,1,4933457,2650399,52,591,2,2,2,1,4933457,2,5095077,5095077,,,CVM 28336,Salmonella enterica subsp. enterica serovar Agona,58095
GCF_016454585.1,1,4891101,2603217,52,666,2,2,2,1,4891101,2,4993141,4993141,,,CVM 21974,Salmonella enterica subsp. enterica serovar Agona,58095
GCF_021496255.1,1,5023197,2608666,52,160,1,1,1,1,5023197,1,5023197,5023197,,,R21.2429,Salmonella enterica subsp. enterica serovar Agona,58095
GCF_021496275.1,1,5020666,2607368,52,160,1,1,1,1,5020666,1,5020666,5020666,,,R21.2430,Salmonella enterica subsp. enterica serovar Agona,58095
GCF_021497565.1,1,4856956,2741025,51.5,150,5,5,5,1,4856956,5,5303244,5303244,,,18-SA00377-0,Salmonella enterica subsp. enterica serovar Agona,58095
GCF_022670695.1,1,4975247,2588762,52,117,1,1,1,1,4975247,1,4975247,4975247,,,R21.0464,Salmonella enterica subsp. enterica serovar Agona,58095
GCF_022670715.1,1,4880447,2640119,52,142,2,2,2,1,4880447,2,5095898,5095898,,,R21.1436,Salmonella enterica subsp. enterica serovar Agona,58095
GCF_022670735.1,1,4929834,2689475,52,201,2,2,2,1,4929834,2,5195683,5195683,,,R21.1368,Salmonella enterica subsp. enterica serovar Agona,58095
GCF_022670755.1,1,4880022,2687533,52,282,4,4,4,1,4880022,4,5188400,5188400,,,R19.0144,Salmonella enterica subsp. enterica serovar Agona,58095
GCF_022670775.1,1,4884952,2674281,52,324,2,2,2,1,4884952,2,5163326,5163326,,,R18.0246,Salmonella enterica subsp. enterica serovar Agona,58095
GCF_024266385.1,1,4801264,2591979,52,521,4,4,4,1,4801264,4,4990305,4990305,,,R18.2256,Salmonella enterica subsp. enterica serovar Agona,58095
GCF_024266785.1,1,4801266,2625976,52,214,3,3,3,1,4801266,3,5063155,5063155,,,R18.1477,Salmonella enterica subsp. enterica serovar Agona,58095
GCF_949361515.1,1,4790899,2671374,51.5,100,4,4,4,1,4790899,4,5166962,5166962,,pure strain,,Salmonella enterica subsp. enterica serovar Agona,58095
GCF_964266765.1,1,4822303,2506546,52,85,1,1,1,1,4822303,1,4822303,4822303,,1,,Salmonella enterica subsp. enterica serovar Agona,58095
GCF_964266785.1,1,4898050,2547322,52,51,1,1,1,1,4898050,1,4898050,4898050,,3,,Salmonella enterica subsp. enterica serovar Agona,58095
GCF_964266795.1,1,4758540,2478995,52,85,1,1,1,1,4758540,1,4758540,4758540,,9,,Salmonella enterica subsp. enterica serovar Agona,58095
GCF_964266805.1,1,4939306,2568904,52,88,1,1,1,1,4939306,1,4939306,4939306,,7,,Salmonella enterica subsp. enterica serovar Agona,58095
GCF_964266815.1,1,4754275,2473286,52,57,1,1,1,1,4754275,1,4754275,4754275,,10,,Salmonella enterica subsp. enterica serovar Agona,58095
GCF_964266835.1,1,4837818,2519503,52,20,1,1,1,1,4837818,1,4837818,4837818,,18,,Salmonella enterica subsp. enterica serovar Agona,58095
GCF_964266875.1,1,4866498,2529578,52,129,1,1,1,1,4866498,1,4866498,4866498,,2,,Salmonella enterica subsp. enterica serovar Agona,58095
GCF_964266895.1,1,4759686,2479626,52,20,1,1,1,1,4759686,1,4759686,4759686,,8,,Salmonella enterica subsp. enterica serovar Agona,58095
GCF_964266925.1,1,4831246,2518377,52,57,1,1,1,1,4831246,1,4831246,4831246,,36,,Salmonella enterica subsp. enterica serovar Agona,58095
GCF_964267015.1,1,4805512,2502951,52,75,1,1,1,1,4805512,1,4805512,4805512,,26,,Salmonella enterica subsp. enterica serovar Agona,58095
GCF_964267025.1,1,4760441,2480790,52,26,1,1,1,1,4760441,1,4760441,4760441,,32,,Salmonella enterica subsp. enterica serovar Agona,58095
GCF_964267065.1,1,4937135,2567824,52,51,1,1,1,1,4937135,1,4937135,4937135,,28,,Salmonella enterica subsp. enterica serovar Agona,58095
GCF_964267095.1,1,4816434,2508824,52,22,1,1,1,1,4816434,1,4816434,4816434,,35,,Salmonella enterica subsp. enterica serovar Agona,58095
GCF_964267105.1,1,4867110,2535008,52,53,1,1,1,1,4867110,1,4867110,4867110,,38,,Salmonella enterica subsp. enterica serovar Agona,58095
GCF_964267125.1,1,4833841,2516880,52,29,1,1,1,1,4833841,1,4833841,4833841,,45,,Salmonella enterica subsp. enterica serovar Agona,58095
GCF_964267155.1,1,4856160,2529584,52,41,1,1,1,1,4856160,1,4856160,4856160,,40,,Salmonella enterica subsp. enterica serovar Agona,58095
GCA_006165105.1,1,4763928,2482694,52,144.62,1,1,1,1,4763928,1,4763928,4763928,,,USDA-ARS-USMARC-76332,Salmonella enterica subsp. enterica serovar Agona,58095
GCA_006165125.1,1,4762730,2482073,52,112.69,1,1,1,1,4762730,1,4762730,4762730,,,USDA-ARS-USMARC-76335,Salmonella enterica subsp. enterica serovar Agona,58095
GCA_006165145.1,1,4763902,2482681,52,199.08,1,1,1,1,4763902,1,4763902,4763902,,,USDA-ARS-USMARC-76338,Salmonella enterica subsp. enterica serovar Agona,58095
GCA_006165165.1,1,4763930,2482698,52,208.15,1,1,1,1,4763930,1,4763930,4763930,,,USDA-ARS-USMARC-76340,Salmonella enterica subsp. enterica serovar Agona,58095
GCA_006165185.1,1,4794633,2498004,52,131.77,1,1,1,1,4794633,1,4794633,4794633,,,USDA-ARS-USMARC-76333,Salmonella enterica subsp. enterica serovar Agona,58095
GCA_006165205.1,1,4762736,2482080,52,172.07,1,1,1,1,4762736,1,4762736,4762736,,,USDA-ARS-USMARC-76336,Salmonella enterica subsp. enterica serovar Agona,58095
GCA_006165225.1,1,4763925,2482696,52,161.51,1,1,1,1,4763925,1,4763925,4763925,,,USDA-ARS-USMARC-76337,Salmonella enterica subsp. enterica serovar Agona,58095
GCA_006165245.1,1,4763929,2482698,52,195.85,1,1,1,1,4763929,1,4763929,4763929,,,USDA-ARS-USMARC-76339,Salmonella enterica subsp. enterica serovar Agona,58095
GCA_006165265.1,1,4841410,2523121,52,172.2,1,1,1,1,4841410,1,4841410,4841410,,,USDA-ARS-USMARC-76341,Salmonella enterica subsp. enterica serovar Agona,58095
GCA_006165285.1,1,4762732,2530808,52,161.94,2,2,2,1,4762732,2,4859264,4859264,,,USDA-ARS-USMARC-76334,Salmonella enterica subsp. enterica serovar Agona,58095
GCA_008524845.2,1,4929810,2677381,52,344,4,4,4,1,4929810,4,5160851,5160851,,,FSIS1607113,Salmonella enterica subsp. enterica serovar Agona,58095
GCA_008948485.2,1,5004346,2666543,52,267,8,8,8,1,5004346,8,5128521,5128521,,,FSIS1607563,Salmonella enterica subsp. enterica serovar Agona,58095
GCA_009049665.2,1,4805898,2558813,52,580,3,3,3,1,4805898,3,4908769,4908769,,,FSIS1608547,Salmonella enterica subsp. enterica serovar Agona,58095
GCA_009365125.2,1,4933270,2630306,52,335,2,2,2,1,4933270,2,5057428,5057428,,,FSIS1702507,Salmonella enterica subsp. enterica serovar Agona,58095
GCA_009588305.2,1,4896634,2641715,52,346,2,2,2,1,4896634,2,5077538,5077538,,,FSIS11705512,Salmonella enterica subsp. enterica serovar Agona,58095
GCA_010940075.2,1,4879109,2539153,52,385,1,1,1,1,4879109,1,4879109,4879109,,,CVM N18S0722,Salmonella enterica subsp. enterica serovar Agona,58095
GCA_011147675.2,1,4835644,2641014,51.5,229,2,2,2,1,4835644,2,5109014,5109014,,,FSIS21821150,Salmonella enterica subsp. enterica serovar Agona,58095
GCA_011185315.2,1,5057478,2717850,52,344,2,2,2,1,5057478,2,5237592,5237592,,,CVM N18S0017,Salmonella enterica subsp. enterica serovar Agona,58095
GCA_012169275.1,1,4813284,2668035,52,31,3,3,3,1,4813284,3,5152410,5152410,,,SG17-135,Salmonella enterica subsp. enterica serovar Agona,58095
GCA_016454245.1,1,4933457,2650399,52,591,2,2,2,1,4933457,2,5095077,5095077,,,CVM 28336,Salmonella enterica subsp. enterica serovar Agona,58095
GCA_016454585.1,1,4891101,2603217,52,666,2,2,2,1,4891101,2,4993141,4993141,,,CVM 21974,Salmonella enterica subsp. enterica serovar Agona,58095
GCA_018339615.1,1,4834847,2517052,52,239,1,1,1,1,4834847,1,4834847,4834847,,,CFSAN006264,Salmonella enterica subsp. enterica serovar Agona,58095
GCA_021496255.1,1,5023197,2608666,52,160,1,1,1,1,5023197,1,5023197,5023197,,,R21.2429,Salmonella enterica subsp. enterica serovar Agona,58095
GCA_021496275.1,1,5020666,2607368,52,160,1,1,1,1,5020666,1,5020666,5020666,,,R21.2430,Salmonella enterica subsp. enterica serovar Agona,58095
GCA_021497565.1,1,4856956,2741025,51.5,150,5,5,5,1,4856956,5,5303244,5303244,,,18-SA00377-0,Salmonella enterica subsp. enterica serovar Agona,58095
GCA_022670695.1,1,4975247,2588762,52,117,1,1,1,1,4975247,1,4975247,4975247,,,R21.0464,Salmonella enterica subsp. enterica serovar Agona,58095
GCA_022670715.1,1,4880447,2640119,52,142,2,2,2,1,4880447,2,5095898,5095898,,,R21.1436,Salmonella enterica subsp. enterica serovar Agona,58095
GCA_022670735.1,1,4929834,2689475,52,201,2,2,2,1,4929834,2,5195683,5195683,,,R21.1368,Salmonella enterica subsp. enterica serovar Agona,58095
GCA_022670755.1,1,4880022,2687533,52,282,4,4,4,1,4880022,4,5188400,5188400,,,R19.0144,Salmonella enterica subsp. enterica serovar Agona,58095
GCA_022670775.1,1,4884952,2674281,52,324,2,2,2,1,4884952,2,5163326,5163326,,,R18.0246,Salmonella enterica subsp. enterica serovar Agona,58095
GCA_024266385.1,1,4801264,2591979,52,521,4,4,4,1,4801264,4,4990305,4990305,,,R18.2256,Salmonella enterica subsp. enterica serovar Agona,58095
GCA_024266785.1,1,4801266,2625976,52,214,3,3,3,1,4801266,3,5063155,5063155,,,R18.1477,Salmonella enterica subsp. enterica serovar Agona,58095
GCA_044570105.1,1,4926097,2562820,52,16,1,1,1,1,4926097,1,4926097,4926097,,,R24.1390,Salmonella enterica subsp. enterica serovar Agona,58095
GCA_044570745.1,1,4955554,2577800,52,168,1,1,1,1,4955554,1,4955554,4955554,,,R24.1004,Salmonella enterica subsp. enterica serovar Agona,58095
GCA_044570775.1,1,5028739,2611843,52,67,1,1,1,1,5028739,1,5028739,5028739,,,R24.1140,Salmonella enterica subsp. enterica serovar Agona,58095
GCA_044570865.1,1,5049586,2621061,52,88,1,1,1,1,5049586,1,5049586,5049586,,,R24.1075,Salmonella enterica subsp. enterica serovar Agona,58095
GCA_044571215.1,1,4931172,2564358,52,52,1,1,1,1,4931172,1,4931172,4931172,,,R24.0886,Salmonella enterica subsp. enterica serovar Agona,58095
GCA_044571225.1,1,5020834,2609747,52,36,1,1,1,1,5020834,1,5020834,5020834,,,R24.1124,Salmonella enterica subsp. enterica serovar Agona,58095
GCA_044571355.1,1,4967120,2583954,52,536,1,1,1,1,4967120,1,4967120,4967120,,,R24.1396,Salmonella enterica subsp. enterica serovar Agona,58095
